#/log,DATACREATED,データ作成日,20180320,,,,,,,,,,,,,,,,,,,,,,,,
#/doc,DATACREATER,データ作成者,山田 利博,,,,,,,,,,,,,,,,,,,,,,,,
#,DATATITLE,データ名,TemporalChangeinTreeGirthatBreastHeightatChichibu(CC-DB2).,,,,,,,,,,,,,,,,,,,,,,,,
#,SITENAME,サイト名,秩父,,,,,,,,,,,,,,,,,,,,,,,,
#,PLOTNAME,調査区名,秩父ウダイカンバ林,,,,,,,,,,,,,,,,,,,,,,,,
#,PLOTCODE,調査区コード,CC-DB2,,,,,,,,,,,,,,,,,,,,,,,,
#,PLOTSIZE,面積,0.12ha,,,,,,,,,,,,,,,,,,,,,,,,
#,PRAMETERDEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,,,,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,,,,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,,,,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,,,,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,,,,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,,,,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,,,,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,,,,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,,,,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,,,,,,,,,,,,,,
#/note,20090323,データ成形（石原正恵）,,,,,,,,,,,,,,,,,,,,,,,,,
#,,癒合している場合は、1/2倍した,,,,,,,,,,,,,,,,,,,,,,,,,
#,,2004年以前に死亡個体も含み、元データにある個体はすべて含まれている。,,,,,,,,,,,,,,,,,,,,,,,,,
#,,個体番号はタグ番号を参照するように変えた,,,,,,,,,,,,,,,,,,,,,,,,,
#,,タイプミスの可能性,,,,,,,,,,,,,,,,,,,,,,,,,
#,20090409,"""tag_no=395のgbhは測定間違いの可能性あり""3.9-→タイプミスではない",,,,,,,,,,,,,,,,,,,,,,,,,
#,,"""tag_no=20のgbhは測定間違いの可能性あり""25.7-→タイプミスではないnd",,,,,,,,,,,,,,,,,,,,,,,,,
#,,"""tag_no=538のgbhは測定間違いの可能性あり""24.8-->34.8",,,,,,,,,,,,,,,,,,,,,,,,,
#,,タグ738、192重複のため死亡している個体を742と741に変更,,,,,,,,,,,,,,,,,,,,,,,,,
#,,742は区画外のためnaとする,,,,,,,,,,,,,,,,,,,,,,,,,
#,,タグ733はミヤマハハソ-->アワブキに樹種変更、同株がアワブキのため,,,,,,,,,,,,,,,,,,,,,,,,,
#,20091019,樹木の位置は今後測定予定,,,,,,,,,,,,,,,,,,,,,,,,,
#,,10m方形区番号をモニ100試用に変更,,,,,,,,,,,,,,,,,,,,,,,,,
#,20141225,新規個体には通し番号を割りふった。,,,,,,,,,,,,,,,,,,,,,,,,,
#,20170426,公開データのためのエラーチェック（日野貴文）,,,,,,,,,,,,,,,,,,,,,,,,,
#,,tag.no=744、749、752の種名が「未同定」となっていたため「nd」を入力し、備考欄に記載。,,,,,,,,,,,,,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,,,,,,,,,,,,,,
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh04","gbh05","gbh06","gbh07","gbh08","gbh09","gbh14","note04","note05","note06","note07","note08","note09","note14","s_date04","s_date05","s_date06","s_date07","s_date08","s_date09","s_date14","dl04","dl05","dl06","dl07","dl08","dl09","dl14","rec04","rec05","rec06","rec07","rec08","rec09","rec14","error04","error05","error06","error07","error08","error09","error14"
0,0,192,147,NA,NA,"リョウブ",NA,NA,3.5,3.6,3.9,NA,NA,NA,NA,"進界木No.147と株","先折れ、半枯れ",NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,0,743,743,NA,NA,"ブナ",NA,NA,NA,NA,NA,NA,15.3,NA,NA,NA,NA,NA,NA,"2014新",NA,NA,NA,NA,NA,NA,20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,741,741,NA,NA,"ブナ",NA,NA,NA,NA,NA,NA,NA,"不明元オレ",NA,NA,NA,"タグ番号192より重複のため変更","不明元折れ/番号192より重複のため変更",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,193,193,NA,NA,"イヌブナ",10.5,10.5,10.8,10.9,10.7,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,194,194,NA,NA,"ブナ",11.5,11,11,NA,NA,NA,NA,NA,NA,NA,"2007カレ",NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,195,195,NA,NA,"ブナ",14,14.2,14.2,14,14.2,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,196,196,NA,NA,"ハクウンボク",40.7,41.2,41.5,42,42.7,43,44.1,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,197,197,NA,NA,"コミネカエデ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,198,198,NA,NA,"ヒナウチワカエデ",8.1,8.1,8.5,8,8.1,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,199,199,NA,NA,"ヒナウチワカエデ",6.5,7.3,6.9,6.5,7.3,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,200,200,NA,NA,"オオモミジ",4.3,4.5,4.6,4.7,4.5,NA,NA,NA,"2005調査番号札なし",NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,201,201,NA,NA,"ヒナウチワカエデ",7.8,8,8.3,8.5,8.8,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,202,202,NA,NA,"ハクウンボク",14.4,14.4,14.5,14.5,14.6,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,203,203,NA,NA,"イヌブナ",11,11.1,11.3,11.4,11.6,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,204,204,NA,NA,"イヌシデ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,205,205,NA,NA,"ヒナウチワカエデ",7.7,7.9,8,8.4,8.2,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,206,206,NA,NA,"ウラゲエンコウカエデ",16,16.4,16.4,16.5,16.5,16.7,16.9,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,207,207,NA,NA,"コハウチワカエデ",11.2,11.5,11.5,11.3,11.5,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,208,207,NA,NA,"コハウチワカエデ",10.9,11,11.3,11.1,11.1,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,209,209,NA,NA,"ヒナウチワカエデ",6.8,7,7.2,7.2,7.2,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,210,210,NA,NA,"ミズメ",NA,NA,NA,NA,NA,NA,NA,"2004カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,211,211,NA,NA,"ブナ",36.5,36.7,37.4,37.5,38.2,38.4,39.6,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,212,212,NA,NA,"ヒナウチワカエデ",6.9,7,7,7,6.9,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,213,213,NA,NA,"イヌブナ",16.7,17.2,17.3,17.4,17.7,17.8,18.6,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,214,214,NA,NA,"ヒナウチワカエデ",6.6,7.6,7.1,7.1,7.1,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,215,215,NA,NA,"ブナ",7.9,8,8,8,8.1,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,216,216,NA,NA,"ヒナウチワカエデ",NA,NA,NA,NA,NA,NA,NA,"不明中折れ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,217,217,NA,NA,"コミネカエデ",22.2,22.3,22.4,22,NA,NA,NA,NA,NA,NA,NA,NA,"折れ",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,218,218,NA,NA,"クリ",141.3,144.7,145.7,145.7,147.2,146.9,153,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,219,219,NA,NA,"オオモミジ",6.5,6.5,6.5,NA,NA,NA,NA,"2004先折れ",NA,NA,"2007カレ",NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,220,220,NA,NA,"ヒナウチワカエデ",NA,NA,NA,NA,NA,NA,NA,"2004カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,221,221,NA,NA,"ヒナウチワカエデ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,222,222,NA,NA,"クリ",125.6,126.8,127.5,127.8,128.8,128.9,133.8,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,223,224,NA,NA,"ヒナウチワカエデ",5.8,6.2,6,6,6,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,224,224,NA,NA,"ヒナウチワカエデ",11,11.5,11.6,11.6,11.5,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,225,224,NA,NA,"ヒナウチワカエデ",11.1,11.3,11.5,11.5,11.5,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,226,226,NA,NA,"アラゲアオダモ",21.7,21.8,21.8,21.9,22,21.9,22,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,227,227,NA,NA,"ホオノキ",77.7,78.9,79.6,80.4,81.3,81.8,84.4,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,228,228,NA,NA,"アラゲアオダモ",20.5,21.5,20.9,NA,NA,NA,NA,NA,NA,"半分カレ","2007カレ",NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,229,230,NA,NA,"ヒナウチワカエデ",6.1,6.6,6.2,NA,NA,NA,NA,NA,NA,NA,"2007カレ",NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,230,230,NA,NA,"ヒナウチワカエデ",10.6,10.5,10.7,10.7,10.7,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,231,231,NA,NA,"ヒナウチワカエデ",5.3,5.6,5.7,5.2,5.3,NA,NA,NA,NA,NA,"先折れ",NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,232,232,NA,NA,"ヒナウチワカエデ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,233,233,NA,NA,"ヒナウチワカエデ",NA,NA,NA,NA,NA,NA,NA,"2004カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,234,234,NA,NA,"ヒナウチワカエデ",NA,NA,NA,NA,NA,NA,NA,"2004カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,235,235,NA,NA,"コシアブラ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,236,235,NA,NA,"コシアブラ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,237,237,NA,NA,"ウリハダカエデ",58.1,59,58.6,59,59.3,59.5,60.4,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,238,238,NA,NA,"ヒナウチワカエデ",5,5.6,5.1,5.5,5.1,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,239,239,NA,NA,"ヒナウチワカエデ",7.3,7.9,7.7,7.4,7.7,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,240,240,NA,NA,"コハウチワカエデ",8.7,9.7,8.8,8.8,8.8,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,241,241,NA,NA,"ヒナウチワカエデ",NA,NA,NA,NA,NA,NA,NA,"不明先オレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,242,242,NA,NA,"ヒナウチワカエデ",11.7,11.9,12,12,12.1,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,243,243,NA,NA,"コハウチワカエデ",13.6,13.6,13.7,13.6,13.7,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,244,244,NA,NA,"モミ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,245,245,NA,NA,"ヒナウチワカエデ",9.7,9.8,10.1,10,10.2,NA,NA,NA,NA,NA,"オオモミジ？",NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,246,246,NA,NA,"コミネカエデ",NA,NA,NA,NA,NA,NA,NA,"2004カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,247,247,NA,NA,"ヒナウチワカエデ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,248,248,NA,NA,"ヒナウチワカエデ",11,11,11.2,11.1,11.3,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,249,249,NA,NA,"ハクウンボク",22.6,22.7,22.7,22.6,22.7,22.7,22.7,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,250,250,NA,NA,"ホオノキ",32.7,32.7,32.8,32.8,32.7,32.8,32.8,NA,NA,NA,NA,NA,NA,"先折れ","20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,251,251,NA,NA,"ウリハダカエデ",84.3,85.2,85.7,86.1,87.2,87.6,89.6,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,252,252,NA,NA,"ホオノキ",NA,NA,NA,NA,NA,NA,NA,"2004カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,253,253,NA,NA,"ヒナウチワカエデ",6.8,6.7,6.8,6.2,7,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,254,254,NA,NA,"ミズメ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,255,255,NA,NA,"リョウブ",15,15,15.1,15.4,15.3,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,256,256,NA,NA,"リョウブ",10.6,10.9,11,11,11,NA,NA,"NO731あり",NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,257,257,NA,NA,"ヒナウチワカエデ",7.9,8.2,8.2,8,8.1,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,258,258,NA,NA,"ヒナウチワカエデ",7.6,8.1,8.1,7.7,7.7,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,259,259,NA,NA,"ブナ",35.2,35.6,36,36.2,36.6,36.9,38.6,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,260,260,NA,NA,"ヒナウチワカエデ",8.1,8.5,8.5,8.5,8.4,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,261,260,NA,NA,"ヒナウチワカエデ",NA,NA,NA,NA,NA,NA,NA,"不明折れ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,262,263,NA,NA,"リョウブ",12.4,12.8,12.8,12.5,12.6,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,263,263,NA,NA,"リョウブ",16.2,16.8,16.8,16.7,16.3,16.4,15.8,NA,NA,NA,NA,"食害",NA,"半枯れ、剥皮","20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,264,263,NA,NA,"リョウブ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,265,265,NA,NA,"コミネカエデ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,266,266,NA,NA,"コミネカエデ",9.1,8.7,8.7,NA,NA,NA,NA,"2004倒れ",NA,NA,"2007カレ？",NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,267,267,NA,NA,"リョウブ",25.7,26.5,26.5,NA,NA,26.4,26.2,"2004シカ食害",NA,NA,"2007カレ",NA,"復活、幹折れ、半枯れ","半枯れ、根元折れ","20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,268,268,NA,NA,"ヒナウチワカエデ",11.8,11.5,12.1,12.3,11.9,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,269,269,NA,NA,"イヌシデ",37,37,37.1,37.2,37.4,37.5,37.9,NA,NA,NA,"クマシデ？",NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,270,270,NA,NA,"リョウブ",10.6,10.6,10.7,10.7,10.6,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
