#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,山田 利博,,,,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Chichibu (CC-AT1).,,,,,,,,,,,,,
#,SITE NAME,サイト名,秩父,,,,,,,,,,,,,
#,PLOT NAME,調査区名,秩父矢竹沢（スギ密度試験地）,,,,,,,,,,,,,
#,PLOT CODE,調査区コード,CC-AT1,,,,,,,,,,,,,
#,PLOT SIZE,面積,0.8826ha (in total),,,,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,,,
#/note,20070602,Data was arranged.,,,,,,,,,,,,,,
#,20090521,CC-AT1 is composed of three plots with different thinning treatment. Thinning was conducted in 1999.,,,,,,,,,,,,,,
#,,"A: No thinning (0.2387ha), B:intensive thinning (0.3393ha), C: moderate thinning (0.3046ha).",,,,,,,,,,,,,,
#,,元のメッシュコード（plot記号)はmesh_originalに、tag_noを(メッシュコード)-(タグNo)にした,,,,,,,,,,,,,,
#,20101116,2008年に間伐多数->死亡（d)とした,,,,,,,,,,,,,,
#,,note09およびnote14の＊はメジャーによる周囲長，それ以外は輪尺による2方向の平均胸高直径から算出．,,,,,,,,,,,,,,
#,20171101,公開データのためのエラーチェック（日野）,,,,,,,,,,,,,,
#,,"mesh_xcord, mesh_ycord, stem_xcor, stem_ycordがnaになっているのでサイトに問い合わせ→労力的に難しいとの返事を頂く",,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,,,
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh04","gbh09","gbh14","note04","note09","note14","s_date04","s_date09","s_date14","mesh_original","dl04","dl09","dl14","rec04","rec09","rec14","error04","error09","error14"
NA,NA,"A-A-127","A-A-127",NA,NA,"スギ",97.39,101.63,106.03,"gbh1999=93.8.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-128","A-A-128",NA,NA,"スギ",96.29,NA,NA,"gbh1999=92.4.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-129","A-A-129",NA,NA,"スギ",93.31,NA,NA,"gbh1999=92.8.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-130","A-A-130",NA,NA,"スギ",133.83,139.49,142.47,"gbh1999=129.3.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-131","A-A-131",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-132","A-A-132",NA,NA,"スギ",173.57,181.9,188.5,"gbh1999=167.4.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-133","A-A-133",NA,NA,"スギ",105.87,NA,NA,"gbh1999=103.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-134","A-A-134",NA,NA,"スギ",110.58,NA,NA,"gbh1999=105.1.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-135","A-A-135",NA,NA,"スギ",75.08,NA,NA,"gbh1999=75.1.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-136","A-A-136",NA,NA,"スギ",140.74,144.83,152.84,"gbh1999=134.1.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-137","A-A-137",NA,NA,"スギ",NA,NA,NA,"gbh1999=56.7.",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-138","A-A-138",NA,NA,"スギ",120.17,NA,NA,"gbh1999=116.4.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-139","A-A-139",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-140","A-A-140",NA,NA,"スギ",77.75,NA,NA,"gbh1999=77.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-141","A-A-141",NA,NA,"スギ",136.66,144.2,149.23,"gbh1999=132.4.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-142","A-A-142",NA,NA,"スギ",89.38,NA,NA,"gbh1999=87.7.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-143","A-A-143",NA,NA,"スギ",106.03,109.64,112,"gbh1999=103.4.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-144","A-A-144",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-145","A-A-145",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-146","A-A-146",NA,NA,"スギ",85.14,87.96,88.91,"gbh1999=84.2.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-147","A-A-147",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-148","A-A-148",NA,NA,"スギ",93.31,NA,NA,"gbh1999=93.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-149","A-A-149",NA,NA,"スギ",102.73,NA,NA,"gbh1999=101.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-150","A-A-150",NA,NA,"スギ",79.95,NA,NA,"gbh1999=80.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-151","A-A-151",NA,NA,"スギ",115.77,122.05,127.39,"gbh1999=112.6.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-152","A-A-152",NA,NA,"スギ",75.56,NA,NA,"gbh1999=74.3.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-153","A-A-153",NA,NA,"スギ",141.21,148.28,153.62,"gbh1999=136.8.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-154","A-A-154",NA,NA,"スギ",68.8,NA,NA,"gbh1999=68.8.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-155","A-A-155",NA,NA,"スギ",117.81,120.48,124.41,"gbh1999=115.9.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-156","A-A-156",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-157","A-A-157",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-158","A-A-158",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-159","A-A-159",NA,NA,"スギ",132.73,140.59,149.23,"gbh1999=125.3.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-160","A-A-160",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-161","A-A-161",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-162","A-A-162",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-163","A-A-163",NA,NA,"スギ",84.04,85.14,87.65,"gbh1999=79.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-164","A-A-164",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-165","A-A-165",NA,NA,"スギ",148.13,NA,NA,"gbh1999=144.2.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-166","A-A-166",NA,NA,"スギ",119.38,124.88,129.43,"gbh1999=114.2.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-167","A-A-167",NA,NA,"スギ",57.49,NA,NA,"gbh1999=57.3.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-168","A-A-168",NA,NA,"スギ",NA,NA,NA,"gbh1999=86.4.",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-169","A-A-169",NA,NA,"スギ",74.77,NA,NA,"gbh1999=73.5.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-170","A-A-170",NA,NA,"スギ",92.21,94.25,94.72,"gbh1999=90.8.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-171","A-A-171",NA,NA,"スギ",150.95,156.92,164.93,"gbh1999=143.3.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-172","A-A-172",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-173","A-A-173",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-174","A-A-174",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-175","A-A-175",NA,NA,"スギ",144.67,153.78,158.18,"gbh1999=137.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-176","A-A-176",NA,NA,"スギ",116.24,NA,NA,"gbh1999=113.7.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-177","A-A-177",NA,NA,"スギ",109.01,112.94,118.12,"gbh1999=107.8；H=34.4.H04=33.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-178","A-A-178",NA,NA,"スギ",85.29,NA,NA,"gbh1999=83.6.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-179","A-A-179",NA,NA,"スギ",NA,NA,NA,"枯損",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-180","A-A-180",NA,NA,"スギ",96.76,100.53,104.3,"gbh1999=94.7.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-181","A-A-181",NA,NA,"スギ",122.37,NA,NA,"gbh1999=121.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-182","A-A-182",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-183","A-A-183",NA,NA,"スギ",158.96,168.08,179.38,"gbh1999=153.8.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-184","A-A-184",NA,NA,"スギ",153.15,160.22,168.08,"gbh1999=148.3.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-185","A-A-185",NA,NA,"スギ",159.75,167.13,173.42,"gbh1999=150.8.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-186","A-A-186",NA,NA,"スギ",114.67,118.44,124.25,"gbh1999=110.6.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-187","A-A-187",NA,NA,"スギ",NA,NA,NA,"gbh1999=51.5.",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-188","A-A-188",NA,NA,"スギ",124.09,131,136.5,"gbh1999=119.4.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-189","A-A-189",NA,NA,"スギ",76.34,NA,NA,"gbh1999=76.2.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-190","A-A-190",NA,NA,"スギ",97.55,100.06,102.26,"gbh1999=95.8.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-191","A-A-191",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-192","A-A-192",NA,NA,"スギ",155.51,161.63,169.96,"gbh1999=153.3.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-193","A-A-193",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-194","A-A-194",NA,NA,"スギ",114.67,118.12,125.35,"gbh1999=112.3.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-195","A-A-195",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-196","A-A-196",NA,NA,"スギ",66.92,NA,NA,"gbh1999=66.9.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-197","A-A-197",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-198","A-A-198",NA,NA,"スギ",124.72,NA,NA,"gbh1999=117.2.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-199","A-A-199",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-200","A-A-200",NA,NA,"スギ",72.26,NA,NA,"gbh1999=72.1.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-201","A-A-201",NA,NA,"スギ",106.97,111.06,113.1,"gbh1999=105.4.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-202","A-A-202",NA,NA,"スギ",79.17,NA,NA,"gbh1999=77.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-203","A-A-203",NA,NA,"スギ",153,164.46,174.52,"gbh1999=145.1.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-204","A-A-204",NA,NA,"スギ",101.63,NA,NA,"gbh1999=99.6.","間伐（2008年度）",NA,20041027,20090308,20141127,"A",0,1,2,0,0,0,0,0,0
NA,NA,"A-A-205","A-A-205",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-206","A-A-206",NA,NA,"スギ",NA,NA,NA,"枯損",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-207","A-A-207",NA,NA,"スギ",166.03,173.1,183.15,"gbh1999=157.4.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-208","A-A-208",NA,NA,"スギ",84.67,84.51,84.82,"gbh1999=68.3.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-209","A-A-209",NA,NA,"スギ",120.48,126.29,133.52,"gbh1999=116.6.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-210","A-A-210",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-211","A-A-211",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-212","A-A-212",NA,NA,"スギ",161.01,170.43,179.7,"gbh1999=156.8.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-213","A-A-213",NA,NA,"スギ",87.81,90.79,91.89,"gbh1999=86.9.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-214","A-A-214",NA,NA,"スギ",133.67,139.49,144.36,"gbh1999=127.2.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-215","A-A-215",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-216","A-A-216",NA,NA,"スギ",119.69,124.56,127.55,"gbh1999=114.7.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-217","A-A-217",NA,NA,"スギ",134.62,142,148.28,"gbh1999=128.8.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-218","A-A-218",NA,NA,"スギ",68.64,68.8,NA,"gbh1999=68.2.",NA,"枯死",20041027,20090308,20141127,"A",0,0,1,0,0,0,0,0,0
NA,NA,"A-A-219","A-A-219",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-220","A-A-220",NA,NA,"スギ",137.44,143.88,147.97,"gbh1999=131.3.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-221","A-A-221",NA,NA,"スギ",156.92,163.68,167.29,"gbh1999=150.5.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-222","A-A-222",NA,NA,"スギ",163.52,171.69,178.76,"gbh1999=155.5；H=37.7.H04=36.6.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-223","A-A-223",NA,NA,"スギ",84.98,86.08,87.65,"gbh1999=84.5.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-224","A-A-224",NA,NA,"スギ",73.2,73.67,NA,"gbh1999=72.3.",NA,"枯死",20041027,20090308,20141127,"A",0,0,1,0,0,0,0,0,0
NA,NA,"A-A-225","A-A-225",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-226","A-A-226",NA,NA,"スギ",100.69,103.52,106.66,"gbh1999=97.7.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-227","A-A-227",NA,NA,"スギ",76.34,76.34,76.5,"gbh1999=76.2.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-228","A-A-228",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-229","A-A-229",NA,NA,"スギ",NA,NA,NA,"gbh1999=76.7.",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-230","A-A-230",NA,NA,"スギ",103.04,105.56,107.6,"gbh1999=99.9.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-231","A-A-231",NA,NA,"スギ",130.22,135.4,139.49,"gbh1999=124.4.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-232","A-A-232",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-233","A-A-233",NA,NA,"スギ",165.56,177.19,184.73,"gbh1999=156.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-234","A-A-234",NA,NA,"スギ",130.38,133.83,136.03,"gbh1999=126.3.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-235","A-A-235",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-236","A-A-236",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-237","A-A-237",NA,NA,"スギ",110.43,112.15,113.1,"gbh1999=110.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-238","A-A-238",NA,NA,"スギ",143.26,148.44,152.52,"gbh1999=136.8.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-239","A-A-239",NA,NA,"スギ",116.08,119.54,122.52,"gbh1999=110.1.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-240","A-A-240",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-241","A-A-241",NA,NA,"スギ",112.31,117.34,120.48,"gbh1999=107.4.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-242","A-A-242",NA,NA,"スギ",79.17,80.42,80.74,"gbh1999=78.1.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-243","A-A-243",NA,NA,"スギ",95.82,95.82,96.29,"gbh1999=95.8.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-244","A-A-244",NA,NA,"スギ",179.07,187.24,194.15,"gbh1999=169.5.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-245","A-A-245",NA,NA,"スギ",59.38,59.53,59.53,"gbh1999=59.4；H=18.1.H04=18.",NA,"先枯れ",20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-246","A-A-246",NA,NA,"スギ",159.28,168.23,178.13,"gbh1999=152.7.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-247","A-A-247",NA,NA,"スギ",110.9,113.57,114.2,"gbh1999=107.3.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-248","A-A-248",NA,NA,"スギ",63.46,64.09,64.56,"gbh1999=62.2.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-249","A-A-249",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-250","A-A-250",NA,NA,"スギ",143.26,149.54,154.41,"gbh1999=135.9.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-251","A-A-251",NA,NA,"スギ",NA,NA,NA,"gbh1999=52.2.",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-252","A-A-252",NA,NA,"スギ",147.03,152.37,157.08,"gbh1999=143.4.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-253","A-A-253",NA,NA,"スギ",114.67,119.38,122.68,"gbh1999=110.6；H=30.1.H04=30.9.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-254","A-A-254",NA,NA,"スギ",123.94,124.72,127.08,"gbh1999=124.7.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-255","A-A-255",NA,NA,"スギ",136.03,141.37,147.34,"gbh1999=130.2；H=32.6.H04=31.9.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-256","A-A-256",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-257","A-A-257",NA,NA,"スギ",115.77,118.75,121.58,"gbh1999=112.5.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-258","A-A-258",NA,NA,"スギ",126.13,133.2,138.39,"gbh1999=121.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-259","A-A-259",NA,NA,"スギ",109.33,114.98,118.6,"gbh1999=105.1.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-260","A-A-260",NA,NA,"スギ",100.85,104.62,106.97,"gbh1999=98.8.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-261","A-A-261",NA,NA,"スギ",NA,NA,NA,"gbh1999=57.6；H=21.1.",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-262","A-A-262",NA,NA,"スギ",48.38,49.79,50.11,"gbh1999=47；H=18.2.H04=18.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-263","A-A-263",NA,NA,"スギ",75.71,76.34,76.34,"gbh1999=75.4；H=24.H04=24.7.",NA,"樹皮はがれ",20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-264","A-A-264",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-265","A-A-265",NA,NA,"スギ",163.05,175.46,183.31,"gbh1999=155.2.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-266","A-A-266",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
