#/log,DATA CREATED,データ作成日,180320,,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,(西村尚之,,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Sannoko (SN-EC1）.,,,,,,,,,,,
#,SITE NAME,サイト名,三之公（奈良県川上村三之公温帯針葉樹林）,,,,,,,,,,,
#,PLOT NAME,調査区名,-,,,,,,,,,,,
#,PLOT CODE,調査区コード,SN-EC1,,,,,,,,,,,
#,PLOT SIZE,面積,1ha,,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,
#/note,,gbh（t+1）-gbh(t)>6　もしくは<−3は測定間違いとする,,,,,,,,,,,,
#,20080702,データ成形（石原正恵）,,,,,,,,,,,,
#,20101116,tag=YE623重複。同一幹の可能性あり。-> -1 -2をつけた,,,,,,,,,,,,
#,20150216,tag=YE623重複の一方を削除,,,,,,,,,,,,
#,,番号形式変更（BをB_に変更）,,,,,,,,,,,,
#,,区画境界数値変更（10を9.99に変更）,,,,,,,,,,,,
#,,note07_14は、2003年からの備考を2014年に追記したもの,,,,,,,,,,,,
#,,note14_1は2014年のタグ変更に関する記録,,,,,,,,,,,,
#,,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh07","gbh14","note07","note07_14","note14","note14_1","s_date07","s_date14","dl07","dl14","rec07","rec14","error07","error14"
30,60,"YA44","WA405",4.7,4.6,"エゴノキ",53.9,59.9,NA,NA,NA,"番号張替","20080226",20141027,0,0,0,0,0,0
30,60,"WA407","WA407",8.7,5.8,"ミズメ",33.1,34.2,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
30,60,"WA470","WA470",8.2,7,"アセビ",43.8,44.2,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
30,60,"B_402","WA585",0.1,7.3,"ツクバネガシ",15.8,16,NA,NA,NA,"番号張替","20080226",20141027,0,0,0,0,0,0
30,60,"WA406","WA406",6.2,7.3,"エゴノキ",28.9,28.1,NA,NA,"G14正しい",NA,"20080226",20141027,0,0,0,0,0,0
30,60,"WA471","WA471",9.3,7.6,"サカキ",26.2,26.2,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
30,60,"WA518","WA518",6.5,8.4,"ツガ",82.3,85.2,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
30,60,"WA519","WA519",8,9.1,"ソヨゴ",40.4,39.9,NA,"03:H=100","G14正しい，G08測定ミス",NA,"20080226",20141027,0,0,0,0,0,0
30,60,"WA517","WA517",4.2,9.4,"サカキ",42.5,42.5,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
30,60,"WA586","WA586",0.3,9.9,"ウラジロガシ",32.8,32.8,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
30,70,"YA55","WA320",1.7,0.2,"ウラジロガシ",56,59.9,"X-21.7","03:WA321と同株, 08:X-21.7修正済","再び位置修正済","座標変更，番号張替","20080226",20141122,0,0,0,0,0,0
20,70,"WA321","WA320",8.3,0.2,"ウラジロガシ",17.4,NA,"X-21.7","03:WA320と同株, 08:X-21.7修正済","立枯",NA,"20080226",20141122,0,1,0,0,0,0
30,70,"WA522","WA522",5.9,0.2,"アセビ",33,NA,NA,"03:H=110 WA523と同株","幹折れ",NA,"20080226",20141027,0,1,0,0,0,0
30,70,"WA523","WA522",5.9,0.2,"アセビ",20.1,NA,NA,"03:H=110 WA522と同株","幹折れ",NA,"20080226",20141027,0,1,0,0,0,0
30,70,"WA474","WA474",9.2,0.4,"ツガ",98.3,100.8,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
30,70,"WA520","WA520",5.9,0.7,"アセビ",49.9,51.6,NA,"03:H=110 WA521と同株",NA,NA,"20080226",20141027,0,0,0,0,0,0
30,70,"WA521","WA520",5.9,0.7,"アセビ",21.5,21.6,NA,"03:WA520と同株",NA,NA,"20080226",20141027,0,0,0,0,0,0
30,70,"WA602","WA602",0.8,2.7,"サカキ",59.4,60.2,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
30,70,"WA534","WA534",6.8,3.3,"アセビ",25.4,24.6,NA,"03:WA535と同株","G14再測定正しい、G08測定ミス",NA,"20080226",20141027,0,0,0,0,0,0
30,70,"WA535","WA534",6.8,3.3,"アセビ",32.3,32.3,NA,"03:WA534と同株",NA,NA,"20080226",20141027,0,0,0,0,0,0
30,70,"WA548","WA548",2.2,3.6,"ツクシシャクナゲ",18.5,NA,NA,"03:WA548-550同株","立枯",NA,"20080226",20141027,0,1,0,0,0,0
30,70,"WA549","WA548",2.2,3.6,"ツクシシャクナゲ",21.4,NA,NA,"03:WA548-550同株","立枯",NA,"20080226",20141027,0,1,0,0,0,0
30,70,"WA550","WA548",2.2,3.6,"ツクシシャクナゲ",19,NA,NA,"03:WA548-550同株","立枯",NA,"20080226",20141027,0,1,0,0,0,0
30,70,"WA536","WA536",6.2,4.2,"ウラジロガシ",17.1,17.1,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
30,70,"WA553","WA553",3.9,4.9,"ウラジロガシ",37.7,42.8,NA,NA,"XY座標修正済","座標変更","20080226",20141027,0,0,0,0,0,0
30,70,"WA552","WA552",3.6,4.6,"カスミザクラ",27.7,30.4,NA,NA,"XY座標修正済","座標変更","20080226",20141027,0,0,0,0,0,0
30,70,"WA537","WA537",7.2,5.4,"サカキ",33,33.4,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
30,70,"WA609","WA609",2.2,6.5,"ネジキ",58.7,59.9,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
30,70,"WA608","WA608",1.9,6.7,"ツクバネガシ",26,26.9,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
30,70,"WA538","WA538",7.9,8.3,"ツガ",61.6,63.3,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
30,70,"YA40","WA541",5.5,8.5,"タムシバ",29.5,30.2,NA,NA,NA,"番号張替","20080226",20141027,0,0,0,0,0,0
30,70,"WA542","WA542",1.4,8.6,"サカキ",17,NA,NA,"03:WA543と同株","立枯",NA,"20080226",20141027,0,1,0,0,0,0
30,70,"WA543","WA542",1.4,8.6,"サカキ",63,63.4,NA,"03:WA542と同株",NA,NA,"20080226",20141027,0,0,0,0,0,0
30,70,"WA539","WA539",8.3,8.8,"サカキ",30.6,31.1,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
30,70,"WA540","WA540",8.7,9.6,"ツガ",132.6,137,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
30,70,"WA618","WA618",5.5,9.8,"ツガ",143.4,142.5,NA,NA,"G14正しい，G08測定ミス",NA,"20080226",20141027,0,0,0,0,0,0
30,70,"WA617","WA617",7.4,9.8,"アセビ",61.3,61.3,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
30,70,"YA39","WA544",0.3,9.8,"ヒメシャラ",30,29.9,NA,NA,NA,"番号張替","20080226",20141027,0,0,0,0,0,0
30,80,"WA619","WA619",4.1,0.9,"ツガ",178.5,178.4,NA,NA,NA,NA,"20080225",20141027,0,0,0,0,0,0
30,80,"YA32","WA610",7.7,1.2,"サカキ",19.8,22.4,NA,NA,NA,"番号張替","20080225",20141027,0,0,0,0,0,0
30,80,"YA38","WA554",0,1.4,"ヒメシャラ",16.2,16.3,NA,NA,NA,"番号張替","20080225",20141027,0,0,0,0,0,0
30,80,"WA611","WA611",9.3,2,"トガサワラ",160.4,163.5,NA,NA,NA,NA,"20080225",20141027,0,0,0,0,0,0
30,80,"WA615","WA615",6.2,2.1,"サカキ",23,24,NA,NA,NA,NA,"20080225",20141027,0,0,0,0,0,0
30,80,"WA616","WA616",6.8,2.2,"ツクシシャクナゲ",40.6,40.7,NA,"03:倒木下敷き 倒木下根元",NA,NA,"20080225",20141027,0,0,0,0,0,0
30,80,"WA620","WA620",3.5,3.2,"アセビ",19,19,NA,NA,NA,NA,"20080225",20141027,0,0,0,0,0,0
30,80,"YA34","WA556",2.7,4.3,"サカキ",23,24.9,NA,NA,NA,"番号張替","20080225",20141027,0,0,0,0,0,0
30,80,"YA31","WA622",4.2,6.3,"ツクバネガシ",30.4,37,"樹皮剥ぎ","08:樹皮剥ぎ","B224からB227に修正済","番号張替","20080225",20141027,0,0,0,0,0,0
30,80,"WA621","WA621",3.8,6.9,"サカキ",43.8,45.1,NA,NA,NA,NA,"20080225",20141027,0,0,0,0,0,0
30,80,"WA562","WA562",1.9,7.1,"ツガ",115.5,119.8,NA,NA,NA,NA,"20080225",20141027,0,0,0,0,0,0
30,80,"WA623","WA623",4,7.3,"ウラジロガシ",51,NA,NA,"03:WA624と同幹","立枯",NA,"20080225",20141027,0,1,0,0,0,0
30,80,"WA624","WA623",4,7.3,"ウラジロガシ",29.4,32,NA,"03:WA623と同幹",NA,NA,"20080225",20141027,0,0,0,0,0,0
30,80,"WA563","WA563",1.8,7.5,"サカキ",23,22.1,NA,NA,"G14正しい",NA,"20080225",20141027,0,0,0,0,0,0
30,80,"YA35","WA560",0.9,8,"アセビ",35.4,37.7,"二又","08:二又",NA,"番号張替","20080225",20141027,0,0,0,0,0,0
30,80,"WA561","WA560",0.9,8,"アセビ",34.5,34.8,"二又","03:H=120 WA560と同株, 08:二又",NA,NA,"20080225",20141027,0,0,0,0,0,0
30,80,"WA612","WA612",9.7,8.2,"ツクシシャクナゲ",17.5,17.3,NA,"03:WA613と同株",NA,NA,"20080225",20141027,0,0,0,0,0,0
30,80,"YA33","WA612",9.7,8.2,"ツクシシャクナゲ",23.3,23.3,NA,"03:WA612と同株",NA,"番号張替","20080225",20141027,0,0,0,0,0,0
30,80,"WA559","WA559",0.7,8.3,"アセビ",27,27.8,NA,NA,NA,NA,"20080225",20141027,0,0,0,0,0,0
30,80,"WA565","WA565",2.9,8.4,"サカキ",19.7,NA,NA,NA,"立枯",NA,"20080225",20141027,0,1,0,0,0,0
30,80,"WA564","WA564",2.9,8.4,"ツクシシャクナゲ",31.7,NA,NA,NA,"立枯",NA,"20080225",20141027,0,1,0,0,0,0
30,90,"WA625","WA625",1.6,3.1,"ツガ",155,156.7,NA,NA,"XY座標修正済、杭Y値修正済","座標変更","20080225",20141027,0,0,0,0,0,0
30,90,"YE856","YE856",8.1,0.3,"サカキ",27.1,27.8,NA,"03:中ウロ",NA,NA,"20080225",20141027,0,0,0,0,0,0
30,90,"WA566","WA566",8.2,2.6,"サカキ",30.1,30.8,NA,NA,NA,NA,"20080225",20141027,0,0,0,0,0,0
30,90,"WA626","WA626",0.4,2.7,"サカキ",60.6,60.1,NA,NA,"G08測定ミス",NA,"20080225",20141027,0,0,0,0,0,0
30,90,"WA628","WA628",1.7,4.3,"ツガ",120.5,125.4,NA,NA,NA,NA,"20080225",20141027,0,0,0,0,0,0
30,90,"YA30","WA627",0.4,4.9,"サカキ",39.8,41.1,NA,NA,NA,"番号張替","20080225",20141027,0,0,0,0,0,0
30,90,"WA629","WA629",2.3,6,"サカキ",47.2,47.4,NA,NA,NA,NA,"20080225",20141027,0,0,0,0,0,0
30,90,"WA630","WA630",2,6.1,"サカキ",41.1,42.1,NA,NA,NA,NA,"20080225",20141027,0,0,0,0,0,0
30,90,"WA632","WA632",4.6,6.4,"ツクシシャクナゲ",42,NA,NA,"03:衰弱","枯死消失",NA,"20080225",20141027,0,1,0,0,0,0
30,90,"WA567","WA567",8.2,6.8,"ヒノキ",21.6,23.4,NA,NA,NA,NA,"20080225",20141027,0,0,0,0,0,0
30,90,"YA29","WA631",0.9,7.9,"ツガ",193.7,196.9,NA,NA,NA,"番号張替","20080225",20141027,0,0,0,0,0,0
30,90,"YA28","WA568",6.8,8.2,"アセビ",26.8,29.6,NA,"03:H=100",NA,"番号張替","20080225",20141027,0,0,0,0,0,0
30,90,"WA569","WA569",4.7,8.6,"ツクシシャクナゲ",37,36.8,NA,NA,NA,NA,"20080225",20141027,0,0,0,0,0,0
40,0,"WA257","WA257",8.2,0,"ツガ",153.3,153.2,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
40,0,"WA254","WA254",9.6,0.4,"ネジキ",28.8,30,NA,"03:WA254-256同株",NA,NA,"20080226",20141027,0,0,0,0,0,0
40,0,"WA255","WA254",9.6,0.4,"ネジキ",29.9,30.5,NA,"03:WA254-256同株",NA,NA,"20080226",20141027,0,0,0,0,0,0
40,0,"YA136","WA222",1.9,1.9,"サカキ",24.3,26.1,NA,"03:WA222-226萌芽",NA,"番号張替","20080226",20141027,0,0,0,0,0,0
40,0,"WA223","WA222",1.9,1.9,"サカキ",62.4,62.3,NA,"03:WA222-226萌芽",NA,NA,"20080226",20141027,0,0,0,0,0,0
40,0,"WA224","WA222",1.9,1.9,"サカキ",42.2,44.1,NA,"03:WA222-226萌芽",NA,NA,"20080226",20141027,0,0,0,0,0,0
40,0,"WA225","WA222",1.9,1.9,"サカキ",30.3,31.1,NA,"03:WA222-226萌芽",NA,NA,"20080226",20141027,0,0,0,0,0,0
40,0,"WA226","WA222",1.9,1.9,"サカキ",27,27.5,NA,"03:WA222-226萌芽",NA,NA,"20080226",20141027,0,0,0,0,0,0
40,0,"WA258","WA258",7.2,2.7,"ツガ",112,112.5,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
40,0,"YA137","WA221",0.3,3.1,"ツクバネガシ",75.5,76.4,NA,"08:G03測定ミス修正済",NA,"番号張替","20080226",20141027,0,0,0,0,0,0
40,0,"WA259","WA259",8,4.1,"アセビ",31.4,31.5,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
40,0,"WA260","WA260",7.6,4.2,"ソヨゴ",16.4,16.7,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
40,0,"WA271","WA271",4.7,5.6,"ツガ",191.5,199.7,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
40,0,"WA272","WA272",2.5,6.1,"ツガ",215.3,222.7,NA,NA,"G14やや大きい気がする",NA,"20080226",20141027,0,0,0,0,0,0
40,0,"WA263","WA263",9.8,6.4,"ツガ",55.3,58,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
40,0,"WA262","WA262",6.2,6.4,"サカキ",30.9,32.7,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
40,0,"WA273","WA273",2.2,6.7,"ツクバネガシ",138,134,NA,NA,"うろありちじむ",NA,"20080226",20141027,0,0,0,0,0,0
40,0,"WA264","WA264",8.7,6.8,"ネジキ",36.4,NA,NA,NA,"根返り",NA,"20080226",20141027,0,1,0,0,0,0
40,0,"YA138","WA261",7.9,7.1,"サカキ",23.9,24.5,NA,NA,NA,"番号張替","20080226",20141027,0,0,0,0,0,0
40,0,"WA279","WA279",0.1,8.2,"サカキ",21.2,22.5,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
40,0,"YA139","WA265",9.8,8.3,"ネジキ",42.8,42.5,NA,"03:WA265-267同株",NA,"番号張替","20080226",20141027,0,0,0,0,0,0
40,0,"WA266","WA265",9.8,8.3,"ネジキ",23.8,24.4,NA,"03:H=150 WA265-267同株",NA,NA,"20080226",20141027,0,0,0,0,0,0
40,0,"WA267","WA265",9.8,8.3,"ネジキ",68.7,64.7,NA,"03:H=150 WA265-267同株","合体のため測定位置変更確認済",NA,"20080226",20141027,0,0,0,0,0,0
40,10,"WA277","WA277",0.9,0.3,"サカキ",17,16.9,NA,"03:H=135 WA278と同株",NA,NA,"20080227",20141027,0,0,0,0,0,0
40,10,"WA278","WA277",0.9,0.3,"サカキ",41.9,42.2,NA,"03:H=135 WA277と同株",NA,NA,"20080227",20141027,0,0,0,0,0,0
40,10,"WA275","WA275",2.4,0.9,"ツクバネガシ",138.4,143.6,NA,NA,NA,NA,"20080227",20141027,0,0,0,0,0,0
40,10,"B_424","WA274",5.2,1.2,"サカキ",38.5,38.8,NA,NA,NA,"番号張替","20080227",20141027,0,0,0,0,0,0
40,10,"WA276","WA276",1.1,1.5,"サカキ",51.4,51.7,NA,NA,NA,NA,"20080227",20141027,0,0,0,0,0,0
40,10,"WA280","WA280",6.6,2,"サカキ",19.6,19.4,NA,NA,NA,NA,"20080227",20141027,0,0,0,0,0,0
40,10,"WA281","WA281",6.7,2.9,"サカキ",36.3,35.9,NA,NA,NA,NA,"20080227",20141027,0,0,0,0,0,0
40,10,"WA283","WA283",8.9,3.1,"サカキ",38.5,38.5,NA,NA,NA,NA,"20080227",20141027,0,0,0,0,0,0
40,10,"WA282","WA282",8.7,4.3,"サカキ",42.8,42.2,NA,NA,NA,NA,"20080227",20141027,0,0,0,0,0,0
40,10,"WA284","WA284",4.8,4.9,"サカキ",36,35.7,NA,NA,NA,NA,"20080227",20141027,0,0,0,0,0,0
40,10,"WA285","WA285",4.4,5.2,"サカキ",36.6,36.4,NA,NA,NA,NA,"20080227",20141027,0,0,0,0,0,0
40,10,"WA286","WA286",6.1,6.4,"ウラジロガシ",85,84.5,NA,NA,NA,NA,"20080227",20141027,0,0,0,0,0,0
30,10,"WA229","WA229",7.5,6.9,"サカキ",82,83,NA,"boxと座標確認必要",NA,NA,"20080227",20141027,0,0,0,0,0,0
40,10,"WA287","WA287",4.1,6.9,"サカキ",40.1,40.4,NA,NA,NA,NA,"20080227",20141027,0,0,0,0,0,0
40,10,"YE118","YE118",9.7,9.9,"サカキ",41,41.4,NA,NA,NA,NA,"20080227",20141027,0,0,0,0,0,0
40,20,"WA343","WA343",5.9,1,"アカシデ",72.5,NA,NA,NA,"根返りして斜面落ちる",NA,"20080227",20141027,0,1,0,0,0,0
40,20,"WA342","WA342",4.4,1.5,"サカキ",44.6,44.5,NA,NA,NA,NA,"20080227",20141027,0,0,0,0,0,0
40,20,"WA341","WA341",5.4,2.4,"アカシデ",51.9,51,NA,NA,"G14再測定正しい、G08測定ミス",NA,"20080227",20141027,0,0,0,0,0,0
40,20,"YA140","WA331",8.2,3.1,"サカキ",50,51.7,NA,NA,NA,"番号張替","20080227",20141027,0,0,0,0,0,0
40,20,"WA340","WA340",1.7,5.1,"サカキ",37.5,37.5,NA,NA,NA,NA,"20080227",20141027,0,0,0,0,0,0
40,20,"B_414","WA332",7,5.3,"サカキ",29.7,29.9,NA,NA,NA,"番号張替","20080227",20141027,0,0,0,0,0,0
40,20,"WA339","WA339",0,5.6,"ヒサカキ",15.8,16,NA,NA,NA,NA,"20080227",20141027,0,0,0,0,0,0
30,20,"WA235","WA235",7.6,1.9,"イロハモミジ",53,54,NA,NA,"XY座標修正済","座標変更","20080227",20141027,0,0,0,0,0,0
40,20,"YA142","WA333",4.6,6.9,"サカキ",44.7,44.5,NA,NA,NA,"番号張替","20080227",20141027,0,0,0,0,0,0
40,20,"B_417","WA338",0.1,7.7,"ツガ",209.6,217.5,NA,NA,NA,"番号張替","20080227",20141027,0,0,0,0,0,0
40,20,"YA141","WA334",5.1,7.7,"サカキ",40.7,41.2,NA,NA,NA,"番号張替","20080227",20141027,0,0,0,0,0,0
40,20,"WA337","WA337",2.3,8.6,"アセビ",18.9,NA,NA,NA,"幹折れ",NA,"20080227",20141027,0,1,0,0,0,0
40,20,"B_415","WA335",2.2,9.5,"エゴノキ",42,43.5,NA,"03:WA336と同株",NA,"番号張替","20080227",20141027,0,0,0,0,0,0
40,20,"B_416","WA335",2.2,9.5,"エゴノキ",37,36.5,NA,"03:WA335と同株","G08測定ミス?","番号張替","20080227",20141027,0,0,0,0,0,0
40,30,"YA149","WA344",4.1,0.1,"サカキ",23.2,23.5,NA,NA,NA,"番号張替","20080227",20141027,0,0,0,0,0,0
40,30,"YA143","WA246",0.5,0.5,"ヤブツバキ",17,17.2,NA,NA,NA,"番号張替","20080227",20141027,0,0,0,0,0,0
40,30,"WA345","WA345",7.7,1.3,"サカキ",47.1,50,NA,NA,NA,NA,"20080227",20141027,0,0,0,0,0,0
40,30,"WA346","WA346",5.5,2.3,"サカキ",22.8,24.4,NA,"03:同株？",NA,NA,"20080227",20141027,0,0,0,0,0,0
40,30,"WA347","WA347",5,2.6,"サカキ",38.5,39.5,NA,"03:同株？",NA,NA,"20080227",20141027,0,0,0,0,0,0
40,30,"WA348","WA348",5.2,2.9,"サカキ",19.6,18.4,NA,"03:同株？","G08測定ミス",NA,"20080227",20141027,0,0,0,0,0,0
40,30,"B_413","WA349",4.9,4.6,"アセビ",19,18.8,NA,NA,NA,"番号張替","20080227",20141027,0,0,0,0,0,0
40,30,"YA145","WA293",3.3,4.8,"ツクバネガシ",21.2,23.8,NA,NA,"シカ皮はぎ","番号張替","20080227",20141027,0,0,0,0,0,0
40,30,"WA292","WA292",2.6,6.4,"サカキ",31,31.5,NA,NA,NA,NA,"20080227",20141027,0,0,0,0,0,0
40,30,"WA355","WA355",7.2,6.6,"ツガ",210.1,218.2,NA,NA,"G14やや大きい気がする",NA,"20080227",20141027,0,0,0,0,0,0
40,30,"YA148","WA356",8.7,7,"アセビ",32.8,34.5,NA,"03:WA357と同株",NA,"番号張替","20080227",20141027,0,0,0,0,0,0
40,30,"WA357","WA356",8.7,7,"アセビ",31.3,30.4,NA,"03:WA356と同株",NA,NA,"20080227",20141027,0,0,0,0,0,0
40,30,"WA350","WA350",5.3,8.1,"リョウブ",72.4,NA,NA,"03:WA351と同株","幹折れ",NA,"20080227",20141027,0,1,0,0,0,0
40,30,"YA146","WA350",5.3,8.1,"リョウブ",29,29.2,NA,"03:WA350と同株",NA,"番号張替","20080227",20141027,0,0,0,0,0,0
40,30,"YA147","WA352",5.3,9,"ミズメ",97.5,101,NA,NA,NA,"番号張替","20080227",20141027,0,0,0,0,0,0
40,30,"YA150","WA354",5.2,9.8,"ツクシシャクナゲ",29,29,NA,NA,NA,"番号張替","20080227",20141027,0,0,0,0,0,0
40,30,"WA295","WA295",9.6,9.9,"ツクシシャクナゲ",21.8,21.8,NA,NA,NA,NA,"20080227",20141027,0,0,0,0,0,0
40,40,"YA151","WA353",4.8,0,"サカキ",29.5,30,NA,NA,NA,"番号張替","20080226",20141027,0,0,0,0,0,0
40,40,"WA358","WA358",9.8,0.8,"ツガ",169.7,173.4,NA,NA,NA,NA,"20080226",20141027,0,0,0,0,0,0
40,40,"YA24","WA298",5.3,1.7,"ヒメコマツ",196.7,198,NA,NA,NA,"番号張替","20080226",20141027,0,0,0,0,0,0
40,40,"YA27","WA300",2.3,3.4,"トガサワラ",146.1,154.8,NA,NA,"測定たぶんOK","番号張替","20080226",20141027,0,0,0,0,0,0
40,40,"YA26","WA299",3.4,3.5,"ウラジロガシ",53,52.5,NA,NA,"G08・G12測定ミス，G14正しい","番号張替","20080226",20141027,0,0,0,0,0,0
50,40,"YA22","WA360",0.7,3.6,"サカキ",28.1,28.1,NA,"Box座標確認必要OK","座標確認済","番号張替","20080226",20141123,0,0,0,0,0,0
40,40,"YA153","WA370",1.8,3.8,"サカキ",33,33.5,NA,NA,NA,"番号張替","20080226",20141027,0,0,0,0,0,0
40,40,"WA361","WA361",9.8,4,"アセビ",49.4,49.4,NA,"08:G03測定ミス",NA,NA,"20080226",20141027,0,0,0,0,0,0
50,40,"WA364","WA364",0.4,4.2,"トガサワラ",184.6,188.1,NA,"Box座標確認必要OK","座標確認済",NA,"20080226",20141123,0,0,0,0,0,0
40,40,"YA23","WA363",9,4.7,"サカキ",42.6,46.4,NA,NA,NA,"番号張替","20080226",20141027,0,0,0,0,0,0
40,40,"YA152","WA297",7,5.6,"サカキ",24.3,24.8,NA,NA,NA,"番号張替","20080226",20141027,0,0,0,0,0,0
40,40,"YA25","WA301",2.5,6.4,"ツガ",173.7,174.5,NA,"03:シカ食害",NA,"番号張替","20080226",20141027,0,0,0,0,0,0
50,40,"WA365","WA365",1.1,7.8,"アセビ",26.8,26.4,NA,"03:WA366と同株, Box座標確認必要OK","座標修正済","座標変更","20080226",20141123,0,0,0,0,0,0
50,40,"WA366","WA365",1.1,7.8,"アセビ",25,24.4,NA,"03:WA365と同株, Box座標確認必要OK","座標修正済，G08測定ミス","座標変更","20080226",20141123,0,0,0,0,0,0
40,40,"B_342","WA369",5.9,8.6,"サカキ",37.8,38.5,NA,NA,NA,"番号張替","20080226",20141027,0,0,0,0,0,0
40,40,"WA367","WA367",9.2,9.1,"ヒノキ",34.6,35.9,NA,"08:G03測定ミス",NA,NA,"20080226",20141027,0,0,0,0,0,0
40,50,"YA372","WA322",9.8,1,"サカキ",57.3,59.2,NA,NA,NA,"番号張替","20080226",20141123,0,0,0,0,0,0
40,50,"YA371","WA324",8.3,1,"ツガ",94.6,96.1,NA,NA,NA,"番号張替","20080226",20141123,0,0,0,0,0,0
40,50,"WA323","WA323",9.7,1.9,"ツガ",137.9,142.5,NA,NA,NA,NA,"20080226",20141123,0,0,0,0,0,0
40,50,"YA375","WA459",0.9,1.9,"ツガ",173.7,174.1,NA,NA,"新No記入漏れYA375かも","番号張替","20080226",20141123,0,0,0,0,0,0
40,50,"WA326","WA326",4.4,2.2,"ツガ",155.4,156.9,NA,NA,NA,NA,"20080226",20141123,0,0,0,0,0,0
40,50,"YA376","WA458",0.9,2.2,"ヒノキ",201.5,209.6,NA,NA,NA,"番号張替","20080226",20141123,0,0,0,0,0,0
40,50,"WA460","WA460",2.2,2.4,"アセビ",21,20.9,NA,"03:H=130",NA,NA,"20080226",20141123,0,0,0,0,0,0
40,50,"YA373","WA325",5.8,2.8,"サカキ",24.4,24.4,NA,NA,NA,"番号張替","20080226",20141123,0,0,0,0,0,0
40,50,"YA374","WA327",2,4.5,"サカキ",23.1,23.2,NA,"03:H=120分枝下",NA,"番号張替","20080226",20141123,0,0,0,0,0,0
40,50,"WA451","WA451",7.2,4.9,"アセビ",37,36.6,NA,"03:WA452と同株","G08過大",NA,"20080226",20141123,0,0,0,0,0,0
40,50,"WA452","WA451",7.2,4.9,"アセビ",29.2,29.5,NA,"03:WA451と同株",NA,NA,"20080226",20141123,0,0,0,0,0,0
40,50,"YA370","WA455",5,6.1,"ヤマグルマ",71.1,71.8,NA,"03:H=130","こぶ下測定注意","番号張替","20080226",20141123,0,0,0,0,0,0
40,50,"YA369","WA454",4.6,8.6,"ツガ",109.3,112.8,NA,NA,NA,"番号張替","20080226",20141123,0,0,0,0,0,0
40,50,"WA457","WA457",1,8.7,"サカキ",59.9,61.5,NA,NA,"No12修正済",NA,"20080226",20141123,0,0,0,0,0,0
40,50,"YA412","WA456",2.9,9.1,"サカキ",28.5,29.4,NA,NA,"No12修正済","番号張替","20080226",20141123,0,0,0,0,0,0
40,50,"WA573","WA573",1,9.3,"サカキ",22.7,22.9,NA,"03:H=100",NA,NA,"20080226",20141123,0,0,0,0,0,0
40,50,"WA571","WA571",1.9,9.5,"ツガ",63.5,61.7,NA,NA,"G08過大",NA,"20080226",20141123,0,0,0,0,0,0
40,60,"WA418","WA418",1.5,1.7,"トガサワラ",206.9,209.1,NA,"G08成長過大","G08測定OK，G03測定ミス",NA,"20080226",20141123,0,0,0,0,0,0
40,60,"B_338","WA329",8.1,1.7,"ツクシシャクナゲ",29.6,28.1,NA,NA,"G08過大","番号張替","20080226",20141123,0,0,0,0,0,0
